Expediente_INVIMA,principio_activo,concentracion,unidad_base,unidad_de_dispensacion,nombre_comercial,fabricante,medicamento,canal,precio_por_tableta,factoresprecio,numerofactor
20110040,carboximetilcelulosa,carboximetilcelulosa 5 mg,ml,Solución o suspensión oftálmica,Lagrimart,Bio Esteril,"Lagrimart (Bio Esteril) - ampolla 0,5 ml - Cada 1 ml contiene: carboximetilcelulosa 5 mg",Institucional,758.80,Bajo,1
20110165,dorzolamida + timolol + brimonidina,brimonidina 2 mg + dorzolamida 20 mg + timolol 5 mg,ml,Solución o suspensión oftálmica,Krytantek Ofteno,Sophia,Krytantek Ofteno (Sophia) - frasco 5 ml - Cada 1 ml contiene: brimonidina 2 mg + dorzolamida 20 mg + timolol 5 mg,Institucional,"52,564.33",Alto,3
20110548,lincomicina,lincomicina 300 mg,ml,Solución o suspensión inyectable,Lincomicina,Bio Esteril,Lincomicina (Bio Esteril) - ampolla 2 ml - Cada 1 ml contiene: lincomicina 300 mg,Institucional,"1,362.57",Alto,3
20110698,diosmina y diosmina y hesperidina,diosmina 900 mg + diosmina y hesperidina 100 mg,mg,Tableta o cápsula,Daflon,Les Laboratoires Servier,Daflon (Les Laboratoires Servier) - Cada tableta contiene: diosmina 900 mg + diosmina y hesperidina 100 mg,Institucional,"1,757.79",Medio,2
20110801,piperacilina y tazobactam,"piperacilina 4 g + tazobactam 0,5 g",g,Polvo para reconstituir a Solución o suspensión inyectable,Penibectam,Bioselect,"Penibectam (Bioselect) - Cada vial contiene: piperacilina 4 g + tazobactam 0,5 g",Institucional,"5,987.50",Medio,2
20111011,ramucirumab,ramucirumab 10 mg,ml,Solución o suspensión inyectable,Cyramza,Eli Lilly,Cyramza (Eli Lilly) - vial 10 ml - Cada 1 ml contiene: ramucirumab 10 mg,Institucional,"8,404,550.00",Medio,2
20111469,insulina glargina y lixisenatida,insulina glargina 100 ui + lixisenatida 50 mcg,ml,Solución o suspensión inyectable,Soliqua,Sanofi Aventis,Soliqua (Sanofi Aventis) - jeringa prellenada 3 ml - Cada 1 ml contiene: insulina glargina 100 ui + lixisenatida 50 mcg,Institucional,"106,743.50",Medio,2
20111777,azacitidina,azacitidina 100 mg,mg,Polvo para reconstituir a Solución o suspensión inyectable,Iclacitidina,Mega Labs,Iclacitidina (Mega Labs) - Cada vial contiene: azacitidina 100 mg,Institucional,"394,000.00",Bajo,1
20111795,emtricitabina + elvitegravir + cobicistat + tenofovir,emtricitabina + elvitegravir + cobicistat + tenofovir,mg,Tableta o cápsula,Genvoya,Gilead,Genvoya (Gilead) - Cada tableta contiene: emtricitabina + elvitegravir + cobicistat + tenofovir,Institucional,"17,560.00",Medio,2
20111833,rituximab,rituximab 500 mg,ml,Solución o suspensión inyectable,Maball,Hernando Cardona Carrillo,Maball (Hernando Cardona Carrillo) - vial 50 ml - Cada 50 ml contiene: rituximab 500 mg,Institucional,"2,845,000.00",Alto,3
20111857,eszopiclona,eszopiclona 3 mg,mg,Tableta o cápsula,Zoplimax 3,Mega Labs,Zoplimax 3 (Mega Labs) - Cada tableta contiene: eszopiclona 3 mg,Institucional,975.00,Medio,2
20111858,eszopiclona,eszopiclona 2 mg,mg,Tableta o cápsula,Zoplimax,Mega Labs,Zoplimax (Mega Labs) - Cada tableta contiene: eszopiclona 2 mg,Institucional,671.04,Medio,2
20112029,duloxetina,duloxetina 60 mg,mg,Tableta o cápsula,Duxetero,Hetero Labs,Duxetero (Hetero Labs) - Cada capsula contiene: duloxetina 60 mg,Institucional,"1,071.00",Bajo,1
20112042,fexofenadina,fexofenadina 120 mg,mg,Tableta o cápsula,Fexu,Lafrancol,Fexu (Lafrancol) - Cada tableta contiene: fexofenadina 120 mg,Institucional,"3,319.00",Alto,3
20112070,indapamida y perindopril,"perindopril 10 mg + indapamida 2,5 mg",mg,Tableta o cápsula,Bipreterax,Les Laboratoires Servier,"Bipreterax (Les Laboratoires Servier) - Cada tableta contiene: perindopril 10 mg + indapamida 2,5 mg",Institucional,"3,740.75",Medio,2
20112074,blinatumomab,"blinatumomab 38,5 mcg",mcg,Polvo para reconstituir a Solución o suspensión inyectable,Blincyto,Amgen,"Blincyto (Amgen) - Cada vial contiene: blinatumomab 38,5 mcg",Institucional,"6,413,900.00",Medio,2
20112088,fexofenadina,fexofenadina 180 mg,mg,Tableta o cápsula,Fexu,Lafrancol,Fexu (Lafrancol) - Cada tableta contiene: fexofenadina 180 mg,Institucional,"4,872.00",Alto,3
20112120,bosutinib,bosutinib 500 mg,mg,Tableta o cápsula,Bosulif,Pfizer,Bosulif (Pfizer) - Cada tableta contiene: bosutinib 500 mg,Institucional,"366,155.00",Medio,2
20112126,dexmedetomidina,dexmedetomidina 200 mcg,ml,Solución o suspensión inyectable,Redexa,Vitalis,Redexa (Vitalis) - vial 2 ml - Cada 2 ml contiene: dexmedetomidina 200 mcg,Institucional,"18,487.50",Alto,3
20112358,paliperidona,paliperidona 410 mg,ml,Solución o suspensión inyectable,Invega Trinza™,Janssen,"Invega Trinza™ (Janssen) - jeringa prellenada 1,32 ml - Cada 1,32 ml contiene: paliperidona 410 mg",Institucional,"2,781,195.00",Medio,2
20112358,paliperidona,paliperidona 410 mg,ml,Solución o suspensión inyectable,Invega Trinza™,Janssen,"Invega Trinza™ (Janssen) - jeringa prellenada 1,32 ml - Cada 1,32 ml contiene: paliperidona 410 mg",Institucional,"2,781,195.00",Medio,2
20112358,paliperidona,paliperidona 410 mg,ml,Solución o suspensión inyectable,Invega Trinza™,Janssen,"Invega Trinza™ (Janssen) - jeringa prellenada 1,32 ml - Cada 1,32 ml contiene: paliperidona 410 mg",Institucional,"2,781,195.00",Medio,2
20112370,ibuprofeno y hioscina,hioscina 20 mg + ibuprofeno 400 mg,mg,Tableta o cápsula,Fin-Espam Fem,Lebriut,Fin-Espam Fem (Lebriut) - Cada tableta contiene: hioscina 20 mg + ibuprofeno 400 mg,Institucional,764.83,Medio,2
20112483,carboximetilcelulosa,carboximetilcelulosa 5 mg,ml,Solución o suspensión oftálmica,Lagrigen,Colmed,Lagrigen (Colmed) - frasco 15 ml - Cada 1 ml contiene: carboximetilcelulosa 5 mg,Institucional,"3,725.00",Bajo,1
20112633,permetrina,permetrina 1 g,ml,Emulsión Topica,Gamabenceno Plus,Bussié,Gamabenceno Plus (Bussié) - frasco 60 ml - Cada 100 ml contiene: permetrina 1 g,Institucional,"24,772.75",Medio,2
20112702,ixekizumab,ixekizumab 80 mg,ml,Solución o suspensión inyectable,Taltz,Eli Lilly,Taltz (Eli Lilly) - pluma 1 ml - Cada 1 ml contiene: ixekizumab 80 mg,Institucional,"2,636,520.00",Medio,2
20112759,quetiapina,quetiapina 25 mg,mg,Tableta o cápsula,Quepina,Humax,Quepina (Humax) - Cada tableta contiene: quetiapina 25 mg,Institucional,138.33,Medio,2
20112763,desloratadina y montelukast,desloratadina 5 mg + montelukast 10 mg,mg,Tableta o cápsula,Desler-M,Galeno Quimica,Desler-M (Galeno Quimica) - Cada tableta contiene: desloratadina 5 mg + montelukast 10 mg,Institucional,"2,763.82",Bajo,1
20112963,tolterodina,tolterodina 2 mg,mg,Tableta o cápsula de liberación modificada,Terotol,Procaps,Terotol (Procaps) - Cada capsula contiene: tolterodina 2 mg,Institucional,746.67,Bajo,1
20112970,metildigoxina,"metildigoxina 0,2 mg",ml,Solución o suspensión inyectable,Cardiox,Saluspharma,"Cardiox (Saluspharma) - ampolla 2 ml - Cada 2 ml contiene: metildigoxina 0,2 mg",Institucional,"2,768.53",Bajo,1
20113125,diacereina,diacereina 50 mg,mg,Tableta o cápsula,Diacereina,Genfar,Diacereina (Genfar) - Cada capsula contiene: diacereina 50 mg,Institucional,533.92,Bajo,1
20113369,meropenem,meropenem 1 g,g,Polvo para reconstituir a Solución o suspensión inyectable,Biosmer,Bioselect,Biosmer (Bioselect) - Cada vial contiene: meropenem 1 g,Institucional,"12,033.33",Bajo,1
20113430,acetaminofen y hidrocodona,hidrocodona 10 mg + acetaminofen 325 mg,mg,Tableta o cápsula,Sinalgen Max,Grunenthal,Sinalgen Max (Grunenthal) - Cada tableta contiene: hidrocodona 10 mg + acetaminofen 325 mg,Institucional,"3,932.55",Medio,2
20113443,eszopiclona,eszopiclona 3 mg,mg,Tableta o cápsula,Eszopiclona,Labinco,Eszopiclona (Labinco) - Cada tableta contiene: eszopiclona 3 mg,Institucional,590.00,Medio,2
20113479,acetilcisteina,acetilcisteina 2 g,g,Polvos o granulados,Acemuk Jarabe,Siegfried,Acemuk Jarabe (Siegfried) - frasco 40 g - Cada 100 ml contiene: acetilcisteina 2 g,Institucional,"16,276.00",Medio,2
20113546,pomalidomida,pomalidomida 4 mg,mg,Tableta o cápsula,Pomalyst,Bristol Myers Squibb,Pomalyst (Bristol Myers Squibb) - Cada capsula contiene: pomalidomida 4 mg,Institucional,"1,616,163.25",Medio,2
20113623,ambrisentan,ambrisentan 5 mg,mg,Tableta o cápsula,Brisen,Mega Labs,Brisen (Mega Labs) - Cada tableta contiene: ambrisentan 5 mg,Institucional,"51,625.00",Medio,2
20113625,ambrisentan,ambrisentan 10 mg,mg,Tableta o cápsula,Brisen,Mega Labs,Brisen (Mega Labs) - Cada tableta contiene: ambrisentan 10 mg,Institucional,"94,583.33",Medio,2
20113890,bosentan,bosentan 125 mg,mg,Tableta o cápsula,Paglix,Mega Labs,Paglix (Mega Labs) - Cada tableta contiene: bosentan 125 mg,Institucional,"9,500.00",Medio,2
20113891,bosentan,"bosentan 62,5 mg",mg,Tableta o cápsula,Paglix,Mega Labs,"Paglix (Mega Labs) - Cada tableta contiene: bosentan 62,5 mg",Institucional,"10,400.00",Medio,2
20114026,epoprostenol,"epoprostenol 1,5 mg",mg,Polvo para reconstituir a Solución o suspensión inyectable,Veletri,Janssen,"Veletri (Janssen) - Cada vial contiene: epoprostenol 1,5 mg",Institucional,"200,822.50",Bajo,1
20114030,clindamicina,clindamicina 150 mg,ml,Solución o suspensión inyectable,Clindamicina,Bio Esteril,Clindamicina (Bio Esteril) - ampolla 4 ml - Cada 1 ml contiene: clindamicina 150 mg,Institucional,426.05,Medio,2
20114154,ibuprofeno y tiocolchicosido,ibuprofeno 400 mg + tiocolchicosido 4 mg,mg,Tableta o cápsula,Tiomed Forte,Novamed,Tiomed Forte (Novamed) - Cada capsula contiene: ibuprofeno 400 mg + tiocolchicosido 4 mg,Institucional,"2,154.17",Alto,3
20114185,acetaminofen,"acetaminofen 3,2 g",ml,Solución o suspensión oral,Acetaminofen Jarabe,Mk,"Acetaminofen Jarabe (Mk) - frasco 90 ml - Cada 100 ml contiene: acetaminofen 3,2 g",Institucional,"6,210.00",Medio,2
20114242,fenofibrato y pravastatina,pravastatina 40 mg + fenofibrato 160 mg,mg,Tableta o cápsula,Pravafen,Altadis,Pravafen (Altadis) - Cada capsula contiene: pravastatina 40 mg + fenofibrato 160 mg,Institucional,"6,409.09",Medio,2
20114360,lactobacilos,lactobacilos 42 mg,g,Polvo para reconstituir a Solución o suspensión oral,Multiflora,Mega Labs,Multiflora (Mega Labs) - sobre 1 g - Cada 1 g contiene: lactobacilos 42 mg,Institucional,"6,278.00",Medio,2
201145,sulfasalazina,sulfasalazina 500 mg,mg,Tableta o cápsula,Rosulfant,Ropsohn,Rosulfant (Ropsohn) - Cada tableta contiene: sulfasalazina 500 mg,Institucional,560.00,Medio,2
20114663,nitazoxanida,nitazoxanida 500 mg,mg,Tableta o cápsula,Nitazoxanida,Pentacoop,Nitazoxanida (Pentacoop) - Cada tableta contiene: nitazoxanida 500 mg,Institucional,"1,412.83",Medio,2
20114716,diosmina y hesperidina,diosmina 900 mg + hesperidina 100 mg,mg,Tableta o cápsula,Vedipal,Monte Verde,Vedipal (Monte Verde) - Cada tableta contiene: diosmina 900 mg + hesperidina 100 mg,Institucional,"1,835.36",Medio,2
20114785,tenofovir y emtricitabina,emtricitabina 200 mg + tenofovir 10 mg,mg,Tableta o cápsula,Descovy,Gilead,Descovy (Gilead) - Cada tableta contiene: emtricitabina 200 mg + tenofovir 10 mg,Institucional,"13,480.00",Medio,2
20114966,nintedanib,nintedanib 100 mg,mg,Tableta o cápsula,Vargatef,Boehringer,Vargatef (Boehringer) - Cada capsula contiene: nintedanib 100 mg,Institucional,"85,414.84",Alto,3
20115046,lenalidomida,lenalidomida 15 mg,mg,Tableta o cápsula,Ladevina,Lkm,Ladevina (Lkm) - Cada capsula contiene: lenalidomida 15 mg,Institucional,"294,598.89",Medio,2
20115047,lenalidomida,lenalidomida 5 mg,mg,Tableta o cápsula,Ladevina,Lkm,Ladevina (Lkm) - Cada capsula contiene: lenalidomida 5 mg,Institucional,"331,244.43",Medio,2
20115048,lenalidomida,lenalidomida 10 mg,mg,Tableta o cápsula,Ladevina,Lkm,Ladevina (Lkm) - Cada capsula contiene: lenalidomida 10 mg,Institucional,"329,842.56",Medio,2
20115050,lenalidomida,lenalidomida 25 mg,mg,Tableta o cápsula,Ladevina,Lkm,Ladevina (Lkm) - Cada capsula contiene: lenalidomida 25 mg,Institucional,"292,555.56",Medio,2
20115059,ribociclib,ribociclib 200 mg,mg,Tableta o cápsula,Kisqali,Novartis,Kisqali (Novartis) - Cada tableta contiene: ribociclib 200 mg,Institucional,"178,517.25",Medio,2
20115120,abiraterona,abiraterona 250 mg,mg,Tableta o cápsula,Zyvalix,Lkm,Zyvalix (Lkm) - Cada tableta contiene: abiraterona 250 mg,Institucional,"10,541.67",Bajo,1
20115124,dutasterida y tamsulosina,"dutasterida 0,5 mg + tamsulosina 0,4 mg",mg,Tableta o cápsula,Tamsulon,Asofarma,"Tamsulon (Asofarma) - Cada capsula contiene: dutasterida 0,5 mg + tamsulosina 0,4 mg",Institucional,"1,968.83",Medio,2
20115126,fingolimod,"fingolimod 0,5 mg",mg,Tableta o cápsula,Lebrina,Asofarma,"Lebrina (Asofarma) - Cada capsula contiene: fingolimod 0,5 mg",Institucional,"50,678.00",Alto,3
20115176,betahistina,betahistina 16 mg,mg,Tableta o cápsula,Betahistina,Genfar,Betahistina (Genfar) - Cada tableta contiene: betahistina 16 mg,Institucional,367.27,Medio,2
20115177,betahistina,betahistina 24 mg,mg,Tableta o cápsula,Betahistina,Genfar,Betahistina (Genfar) - Cada tableta contiene: betahistina 24 mg,Institucional,546.33,Medio,2
20115222,quetiapina,quetiapina 100 mg,mg,Tableta o cápsula,Quepina,Humax,Quepina (Humax) - Cada tableta contiene: quetiapina 100 mg,Institucional,322.50,Medio,2
20115224,quetiapina,quetiapina 200 mg,mg,Tableta o cápsula,Quepina,Humax,Quepina (Humax) - Cada tableta contiene: quetiapina 200 mg,Institucional,482.08,Bajo,1
20115305,aripiprazol,aripiprazol 1 mg,ml,Solución o suspensión oral,Prazentol,Altadis,Prazentol (Altadis) - frasco 30 ml - Cada 1 ml contiene: aripiprazol 1 mg,Institucional,"148,728.00",Medio,2
20115374,ocrelizumab,ocrelizumab 30 mg,ml,Solución o suspensión inyectable,Ocrevus,Roche,Ocrevus (Roche) - vial 10 ml - Cada 1 ml contiene: ocrelizumab 30 mg,Institucional,"18,030,109.75",Medio,2
20115441,hioscina n-butil bromuro y acetaminofen,acetaminofen 325 mg + hioscina n-butil bromuro 10 mg,mg,Tableta o cápsula,Hioscinan-Butil Bromuro + Acetaminofen,Lebriut,Hioscinan-Butil Bromuro + Acetaminofen (Lebriut) - Cada tableta contiene: acetaminofen 325 mg + hioscina n-butil bromuro 10 mg,Institucional,795.07,Medio,2
20115460,dasatinib,dasatinib 100 mg,mg,Tableta o cápsula,Rembre,Lkm,Rembre (Lkm) - Cada tableta contiene: dasatinib 100 mg,Institucional,"153,860.89",Bajo,1
20115461,dasatinib,dasatinib 70 mg,mg,Tableta o cápsula,Rembre,Lkm,Rembre (Lkm) - Cada tableta contiene: dasatinib 70 mg,Institucional,"109,903.17",Bajo,1
20115463,dasatinib,dasatinib 50 mg,mg,Tableta o cápsula,Rembre,Lkm,Rembre (Lkm) - Cada tableta contiene: dasatinib 50 mg,Institucional,"77,875.90",Bajo,1
20115558,acetaminofen + cafeina + ibuprofeno,cafeina 65 mg + ibuprofeno 400 mg + acetaminofen 250 mg,mg,Tableta o cápsula,Bufedol F,Gruinfacol,Bufedol F (Gruinfacol) - Cada tableta contiene: cafeina 65 mg + ibuprofeno 400 mg + acetaminofen 250 mg,Institucional,"1,122.50",Medio,2
20115574,lopinavir y ritonavir,lopinavir 200 mg + ritonavir 50 mg,mg,Tableta o cápsula,Lopinavir Y Ritonavir,Aurobindo,Lopinavir Y Ritonavir (Aurobindo) - Cada tableta contiene: lopinavir 200 mg + ritonavir 50 mg,Institucional,833.33,Alto,3
20116587,erlotinib,erlotinib 150 mg,mg,Tableta o cápsula,Tirleb,Lkm,Tirleb (Lkm) - Cada tableta contiene: erlotinib 150 mg,Institucional,"93,631.89",Medio,2
20116619,abiraterona,abiraterona 250 mg,mg,Tableta o cápsula,Teronred,Dr Reddys,Teronred (Dr Reddys) - Cada tableta contiene: abiraterona 250 mg,Institucional,"31,059.03",Alto,3
20116744,lenalidomida,lenalidomida 25 mg,mg,Tableta o cápsula,Lizgram,Dr Reddys,Lizgram (Dr Reddys) - Cada capsula contiene: lenalidomida 25 mg,Institucional,"397,702.78",Medio,2
20116750,tetrahidrozolina,"tetrahidrozolina 0,5 mg",ml,Solución o suspensión oftálmica,Clear Tears,Bio Esteril,"Clear Tears (Bio Esteril) - frasco 5 ml - Cada 1 ml contiene: tetrahidrozolina 0,5 mg",Institucional,"4,805.00",Medio,2
20116777,calcifediol,"calcifediol 0,266 mg",mg,Tableta o cápsula,Hidroferol,Faes Farma,"Hidroferol (Faes Farma) - Cada capsula contiene: calcifediol 0,266 mg",Institucional,"24,234.17",Medio,2
20116781,cloruro de sodio,cloruro de sodio 9 mg,ml,Solución o suspensión inyectable,Cloruro De Sodio,Bio Esteril,Cloruro De Sodio (Bio Esteril) - ampolla 5 ml - Cada 1 ml contiene: cloruro de sodio 9 mg,Institucional,"1,216.00",Medio,2
20116782,hioscina,hioscina 20 mg,ml,Solución o suspensión inyectable,N-Butil Bromuro De Hioscina,Bio Esteril,N-Butil Bromuro De Hioscina (Bio Esteril) - ampolla 1 ml - Cada 1 ml contiene: hioscina 20 mg,Institucional,"1,818.60",Medio,2
20116858,tirofiban,"tirofiban 12,5 mg",ml,Solución o suspensión inyectable,Plasminase,Advance Scientific,"Plasminase (Advance Scientific) - vial 50 ml - Cada 50 ml contiene: tirofiban 12,5 mg",Institucional,"419,000.00",Bajo,1
20116869,metotrexato,metotrexato 500 mg,mg,Polvo para reconstituir a Solución o suspensión inyectable,Metrexato,Blau,Metrexato (Blau) - Cada vial contiene: metotrexato 500 mg,Institucional,"34,654.17",Medio,2
20116890,valganciclovir,valganciclovir 450 mg,mg,Tableta o cápsula,Valgovir,Hetero Labs,Valgovir (Hetero Labs) - Cada tableta contiene: valganciclovir 450 mg,Institucional,"15,290.50",Medio,2
20117157,levocetirizina,levocetirizina 5 mg,mg,Tableta o cápsula,Levodrine,Novamed,Levodrine (Novamed) - Cada tableta contiene: levocetirizina 5 mg,Institucional,"1,947.50",Alto,3
20117428,midostaurina,midostaurina 25 mg,mg,Tableta o cápsula,Rydapt,Novartis,Rydapt (Novartis) - Cada capsula contiene: midostaurina 25 mg,Institucional,"412,669.25",Medio,2
20117466,ertapenem,ertapenem 1 g,g,Polvo para reconstituir a Solución o suspensión inyectable,Ertagram,Aurobindo,Ertagram (Aurobindo) - Cada vial contiene: ertapenem 1 g,Institucional,"69,356.00",Medio,2
201175,tamoxifeno,tamoxifeno 20 mg,mg,Tableta o cápsula,Nolvadex,Astrazeneca,Nolvadex (Astrazeneca) - Cada tableta contiene: tamoxifeno 20 mg,Institucional,"1,577.67",Alto,3
20117561,toxina botulinica,toxina botulinica 200 ui,ui,Polvo para reconstituir a Solución o suspensión inyectable,Neuronox,Humax,Neuronox (Humax) - Cada vial contiene: toxina botulinica 200 ui,Institucional,"738,181.82",Alto,3
20117604,alirocumab,alirocumab 75 mg,ml,Solución o suspensión inyectable,Praluent,Sanofi Aventis,Praluent (Sanofi Aventis) - jeringa prellenada 1 ml - Cada 1 ml contiene: alirocumab 75 mg,Institucional,"647,936.00",Medio,2
20117690,cisatracurio,cisatracurio 10 mg,ml,Solución o suspensión inyectable,Tracurion,Procaps,Tracurion (Procaps) - ampolla 5 ml - Cada 5 ml contiene: cisatracurio 10 mg,Institucional,"9,736.67",Medio,2
20117950,daptomicina,daptomicina 350 mg,mg,Polvo para reconstituir a Solución o suspensión inyectable,Daptomred,Dr Reddys,Daptomred (Dr Reddys) - Cada vial contiene: daptomicina 350 mg,Institucional,"171,987.83",Bajo,1
20118029,osimertinib,osimertinib 80 mg,mg,Tableta o cápsula,Tagrisso,Astrazeneca,Tagrisso (Astrazeneca) - Cada tableta contiene: osimertinib 80 mg,Institucional,"685,360.00",Medio,2
20118033,sildenafil,sildenafil 25 mg,mg,Tableta o cápsula,Sildenafilo,Genfar,Sildenafilo (Genfar) - Cada tableta contiene: sildenafil 25 mg,Institucional,"2,032.20",Medio,2
20118036,daptomicina,daptomicina 500 mg,mg,Polvo para reconstituir a Solución o suspensión inyectable,Daptomred,Dr Reddys,Daptomred (Dr Reddys) - Cada vial contiene: daptomicina 500 mg,Institucional,"209,643.33",Medio,2
20118037,bromuro de tiotropio,bromuro de tiotropio 120 dosis,mcg,Solución o suspensión para inhalación,Tiozide,Cipla,Tiozide (Cipla) - spray 9 mcg - Cada 9 mcg contiene: bromuro de tiotropio 120 dosis,Institucional,"72,800.00",Medio,2
20118041,fulvestrant,fulvestrant 250 mg,ml,Solución o suspensión inyectable,Eranfu,Dr Reddys,Eranfu (Dr Reddys) - jeringa prellenada 5 ml - Cada 5 ml contiene: fulvestrant 250 mg,Institucional,"853,323.67",Alto,3
201181,desflurano,desflurano 100 ml,ml,Solución o suspensión para inhalación,Suprane,Baxter,Suprane (Baxter) - frasco 240 ml - Cada 100 ml contiene: desflurano 100 ml,Institucional,"526,405.60",Medio,2
